trial,condition,receiver,window_index,window_start_s,frame_count,valid_temporal_pairs,temporal_pair_retention,sequence_gap_count,largest_sequence_gap,usable,spectral_velocity_mean,spectral_velocity_p95,temporal_spread,baseline_distance,rssi_mean,rssi_std,rssi_shift
walk_01,walk_cross_link,RX02,38,38.0,48,45,0.9574468085106383,2,2,True,0.11464079793534046,0.372771236688031,0.2241688005711043,0.014787704949639484,-54.020833333333336,0.6919050793923173,0.020833333333335702
walk_01,walk_cross_link,RX02,39,39.0,48,45,0.9574468085106383,2,2,True,0.12408617926334867,0.38270610469367433,0.20506514682285673,0.012939111366800505,-53.604166666666664,0.48902894142939596,0.3958333333333357
walk_01,walk_cross_link,RX02,40,40.0,46,43,0.9555555555555556,2,4,True,0.11920517028393629,0.386120487380421,0.19840944779913183,0.012344930579438182,-56.80434782608695,2.8408477394990768,2.8043478260869534
walk_01,walk_cross_link,RX02,41,41.0,47,44,0.9565217391304348,2,3,True,0.04137646523552944,0.0612384769754754,0.040466719320184474,0.033961633180029024,-58.808510638297875,1.5661077633683358,4.808510638297875
walk_01,walk_cross_link,RX02,42,42.0,50,49,1.0,0,1,True,0.08332965102332128,0.4080284307536202,0.1471678862579891,0.028887641851499272,-56.8,0.7745966692414833,2.799999999999997
walk_01,walk_cross_link,RX02,43,43.0,47,43,0.9347826086956522,3,2,True,0.08638261121476674,0.3843080592432573,0.16164695289579212,0.01837951766877355,-54.57446808510638,0.9619280472729627,0.5744680851063819
walk_01,walk_cross_link,RX02,44,44.0,50,49,1.0,0,1,True,0.1017019246665257,0.38137076720688073,0.17697487830787847,0.016524470098060934,-53.76,0.6799999999999999,0.240000000000002
walk_01,walk_cross_link,RX02,45,45.0,49,48,1.0,0,1,True,0.11465810796552518,0.3813534495409187,0.21100176583772645,0.01122926160682488,-53.89795918367347,0.6774772519468503,0.10204081632652873
walk_01,walk_cross_link,RX02,46,46.0,48,45,0.9574468085106383,2,2,True,0.10124085643522225,0.3670090913382849,0.17624837526135292,0.027619450769616343,-53.833333333333336,0.7168604389202189,0.1666666666666643
walk_01,walk_cross_link,RX02,47,47.0,49,46,0.9583333333333334,2,2,True,0.17394393173879666,0.3934566316287399,0.24665438903839135,0.022356444341821356,-54.0,0.8081220356417685,0.0
walk_01,walk_cross_link,RX02,48,48.0,49,47,0.9791666666666666,1,2,True,0.10881195813372378,0.383907304636971,0.19733720101050578,0.02593027993517003,-53.775510204081634,0.7630579222791802,0.22448979591836604
walk_01,walk_cross_link,RX02,49,49.0,47,44,0.9565217391304348,2,2,True,0.15232726980888472,0.403898874129633,0.23131514824814214,0.008873547389958632,-53.787234042553195,0.6166543296250824,0.2127659574468055
walk_02,walk_cross_link,RX01,10,10.0,49,47,0.9791666666666666,1,2,True,0.11294254681475491,0.3620788335594488,0.19889601419468,0.010592552288913667,-49.16326530612245,0.36960755665867007,0.8367346938775526
walk_02,walk_cross_link,RX01,11,11.0,50,49,1.0,0,1,True,0.07411989379281213,0.36024994505466545,0.1336230418757546,0.01169739946959235,-49.92,0.2712931993250107,0.0799999999999983
walk_02,walk_cross_link,RX01,12,12.0,50,49,1.0,0,1,True,0.09749953028813843,0.37882909300910744,0.17900314539812817,0.013330879461892792,-49.84,0.36660605559646725,0.1599999999999966
